mainform;variation;count;details
smile;smile, smilin', smiles, smiler, smilent;68;smile (62), smilin' (2), smiles (2), smiler (1), smilent (1)
player;player, players, playeur;89;player (61), players (26), playeur (2)
kickeurs;kickeurs, kickeur, kickeuse;84;kickeurs (42), kickeur (40), kickeuse (2)
skills;skills, skillz, skill, skilz;75;skills (52), skillz (11), skill (10), skilz (2)
beef;beef, beefs;57;beef (48), beefs (9)
rip;rip, rip';56;rip (55), rip' (1)
gunshot;gunshot, gunshots;27;gunshot (22), gunshots (5)
zehef;zehef, zahef, ze-zehef, ze-ze-zehef;65;zehef (48), zahef (14), ze-zehef (2), ze-ze-zehef (1)
arah;arah, aarah;32;arah (31), aarah (1)
headshot;headshot, headshots;45;headshot (35), headshots (10)
zbar;zbar, sbar, zdar, zder, sbars, zbars, zbah, zdah, zbarr, zders, sbarre;98;zbar (30), sbar (20), zdar (12), zder (10), sbars (8), zbars (5), zbah (5), zdah (3), zbarr (2), zders (2), sbarre (1)
wife;wife;43;
terma;terma, tarma, termas, tarmas, tarm', terma';63;terma (34), tarma (21), termas (4), tarmas (2), tarm' (1), terma' (1)
aleykoum;aleykoum, 'aleïkoum, alaykum, alaykoum, 'alaykoum;35;aleykoum (24), 'aleïkoum (4), alaykum (3), alaykoum (2), 'alaykoum (2)
doobie;doobie, doobies, dooby, doobi, doobys;57;doobie (44), doobies (8), dooby (3), doobi (1), doobys (1)
car-jacking;car-jacking, carjack, carjacking, car-jack, carjacker, car-jack', car-jacks, carjacks;43;car-jacking (14), carjack (11), carjacking (6), car-jack (5), carjacker (3), car-jack' (2), car-jacks (1), carjacks (1)
toubab;toubab, toubabs, tou-bab, tou-babs, semi-toubab;66;toubab (32), toubabs (22), tou-bab (10), tou-babs (1), semi-toubab (1)
warrior;warrior, warriors, warriorz;42;warrior (26), warriors (14), warriorz (2)
zetla;zetla;64;
chourave;chourave, choure, chourrer, chouraveurs, chouravent, chouraves, chouraveur, chourer, chourrave, chourav', chouravable, chourav, chouravez, chou-rav, tchourav, tchourave, chourera, choures, chourre, chourres, chourrés, chours, chouré, chourrais;72;chourave (32), choure (9), chourrer (4), chouraveurs (2), chouravent (2), chouraves (2), chouraveur (2), chourer (2), chourrave (2), chourav' (1), chouravable (1), chourav (1), chouravez (1), chou-rav (1), tchourav (1), tchourave (1), chourera (1), choures (1), chourre (1), chourres (1), chourrés (1), chours (1), chouré (1), chourrais (1)
dancefloor;dancefloor, dancefloors, dance-floor, dance-floors, dancfloor;52;dancefloor (34), dancefloors (12), dance-floor (4), dance-floors (1), dancfloor (1)
smooth;smooth, smoove, smoov', smoov, smoov'ment;46;smooth (32), smoove (8), smoov' (3), smoov (2), smoov'ment (1)
dunk;dunk, dunker, dunké, dunke;49;dunk (44), dunker (3), dunké (1), dunke (1)
dawg;dawg, dogs, dawgs, dawgz, dogz;49;dawg (28), dogs (18), dawgs (1), dawgz (1), dogz (1)
lifestyle;lifestyle;33;
cruise;cruise, cruiser, cruisin', cruises, cruisent, cruisé, crusent;51;cruise (40), cruiser (6), cruisin' (1), cruises (1), cruisent (1), cruisé (1), crusent (1)
choke;choke, choker, choké, chokeur, chokant, chokait, chokés, chokave;48;choke (29), choker (6), choké (5), chokeur (3), chokant (2), chokait (1), chokés (1), chokave (1)
akha;akha;21;
milf;milf, milfs;51;milf (35), milfs (16)
pouchka;pouchka, pushka, pushkas, poushka, pouchkas, pouchki, puschka, push-ka;48;pouchka (22), pushka (15), pushkas (4), poushka (2), pouchkas (2), pouchki (1), puschka (1), push-ka (1)
marave;marave, maravent, maravant, maraves;57;marave (53), maravent (2), maravant (1), maraves (1)
deales;deales, dealant, dealais, dealait, dealée, dealés, deal', dealaient, dealeront, dealez, dealons;48;deales (18), dealant (8), dealais (8), dealait (5), dealée (2), dealés (2), deal' (1), dealaient (1), dealeront (1), dealez (1), dealons (1)
nachave;nachave, nachav, natchave, nachav', nachavent, nachavais, nachaves, natchav, natchav';44;nachave (27), nachav (5), natchave (5), nachav' (2), nachavent (1), nachavais (1), nachaves (1), natchav (1), natchav' (1)
jdid;jdid, jdida, jdide;37;jdid (31), jdida (3), jdide (3)
zarma;zarma, zerma, zehma;87;zarma (42), zerma (29), zehma (16)
billaye;billaye, billay, billeye;43;billaye (29), billay (13), billeye (1)
tounsi;tounsi, tounzi, tounsis, toune-zi, touncis;45;tounsi (35), tounzi (5), tounsis (3), toune-zi (1), touncis (1)
bouillave;bouillave, bouyave, bouillaveurs, bouyav, bouyavent, boullave;46;bouillave (27), bouyave (15), bouillaveurs (1), bouyav (1), bouyavent (1), boullave (1)
mwana;mwana, muana;31;mwana (26), muana (5)
winner;winner, winners, winnin';32;winner (21), winners (10), winnin' (1)
hasba;hasba, hasbaa, hasbah, hasbas;29;hasba (24), hasbaa (2), hasbah (2), hasbas (1)
starfoullah;starfoullah, starfallah, starf'allah, starfellah, starf', starfilloullah, starfulila, starfollah, starfoulah, starfoulillah, starfullah, starfurllah, stargfirullah, starfiloullah;57;starfoullah (31), starfallah (7), starf'allah (4), starfellah (3), starf' (2), starfilloullah (2), starfulila (1), starfollah (1), starfoulah (1), starfoulillah (1), starfullah (1), starfurllah (1), stargfirullah (1), starfiloullah (1)
mierda;mierda;26;
gang-bang;gang-bang, gang-bangs, gang-banger, gangs-bang, gangbanger;27;gang-bang (22), gang-bangs (2), gang-banger (1), gangs-bang (1), gangbanger (1)
darwa;darwa, darwah, dawa', darwaaahh, dawas, darwha;24;darwa (12), darwah (7), dawa' (2), darwaaahh (1), dawas (1), darwha (1)
pourrave;pourrave, pourave, pourraves, pouraves, pourav', pouravent, pouravissimes;38;pourrave (14), pourave (11), pourraves (6), pouraves (4), pourav' (1), pouravent (1), pouravissimes (1)
cabrón;cabrón, cabron;25;cabrón (13), cabron (12)
doggyne;doggyne, doggine, doggyner, dogginer, doguiner, doggi, dogine, dogginait, doguiné, dogyne, doggy-ner, doggin';24;doggyne (8), doggine (3), doggyner (2), dogginer (2), doguiner (2), doggi (1), dogine (1), dogginait (1), doguiné (1), dogyne (1), doggy-ner (1), doggin' (1)
pérave;pérave, péraves, perave, pérav, peraves, péravent, perav;37;pérave (18), péraves (11), perave (3), pérav (2), peraves (1), péravent (1), perav (1)
hesses;hesses, hessess, héssesse, hessesse;26;hesses (20), hessess (4), héssesse (1), hessesse (1)
hijo;hijo, hijos, hija;30;hijo (27), hijos (2), hija (1)
splifs;splifs, spleef, spleefs, splif', spliffer, spliffé, spliff', spleefer, spliffe, spliffs';33;splifs (13), spleef (7), spleefs (2), splif' (2), spliffer (2), spliffé (2), spliff' (2), spleefer (1), spliffe (1), spliffs' (1)
hassoul;hassoul, hassol, hassoule;28;hassoul (26), hassol (1), hassoule (1)
push;push, pushait;30;push (29), pushait (1)
crave-bi;crave-bi, craves-bi, crav-bi;24;crave-bi (22), craves-bi (1), crav-bi (1)
diss;diss, diss', disseuse, dissed, dissé, disse;28;diss (22), diss' (2), disseuse (1), dissed (1), dissé (1), disse (1)
kouffar;kouffar, koufar, koufars, kouffars, kouf', koufahr, kouffar's;26;kouffar (8), koufar (5), koufars (5), kouffars (5), kouf' (1), koufahr (1), kouffar's (1)
sbah;sbah, sbahs;32;sbah (31), sbahs (1)
sextape;sextape, sextapes;25;sextape (20), sextapes (5)
tarpin;tarpin;19;
bulletproof;bulletproof, bullet-proof;23;bulletproof (19), bullet-proof (4)
marlich;marlich, marlish;25;marlich (24), marlish (1)
hoodie;hoodie, hoodies;25;hoodie (22), hoodies (3)
nigga;nigga, niggas, niggaz', nigga's, nigga', niggah, niggazs, niggus, nigguz;545;nigga (400), niggas (131), niggaz' (4), nigga's (3), nigga' (2), niggah (2), niggazs (1), niggus (1), nigguz (1)
hachek;hachek, hacheck, hachek', hacheks;23;hachek (19), hacheck (2), hachek' (1), hacheks (1)
sneakers;sneakers, sneaker, sneaks, sneak;28;sneakers (23), sneaker (2), sneaks (2), sneak (1)
timiniks;timiniks, timinics, timiniquer, timnik, timinick, timinike, timininiks;26;timiniks (17), timinics (2), timiniquer (2), timnik (2), timinick (1), timinike (1), timininiks (1)
zboub;zboub, zboubs, zboubes;25;zboub (21), zboubs (3), zboubes (1)
cred;cred, cred';21;cred (12), cred' (9)
choune;choune, choun', chounes, chouna, chouné;22;choune (16), choun' (2), chounes (2), chouna (1), chouné (1)
hacker;hacker, hack, hacké, hackeurs, hackés, hackent;22;hacker (9), hack (5), hacké (3), hackeurs (2), hackés (2), hackent (1)
shnouf;shnouf, shnouff, feu-shnou, ffe-schnou, shnoufs, ff-schnou, ff-shnou;24;shnouf (12), shnouff (4), feu-shnou (3), ffe-schnou (2), shnoufs (1), ff-schnou (1), ff-shnou (1)
enjaille;enjaille, enjailler, enjaillent, enjailles, enjaillé, enjailley, enjaillait;91;enjaille (44), enjailler (31), enjaillent (9), enjailles (3), enjaillé (2), enjailley (1), enjaillait (1)
relooker;relooker, relookés, relooké, relooking, relookings, relooke, relookées;18;relooker (7), relookés (3), relooké (2), relooking (2), relookings (2), relooke (1), relookées (1)
breaker;breaker, breakent, breakeur, breakait, breakais, breaké;27;breaker (13), breakent (6), breakeur (3), breakait (2), breakais (2), breaké (1)
shnicaves;shnicaves, schnicave, schnikav, shnicav, shnikav, schnikaveurs, chnicave;7;shnicaves (1), schnicave (1), schnikav (1), shnicav (1), shnikav (1), schnikaveurs (1), chnicave (1)
blog;blog, blogs, blogueurs, bloggeur, blogueuse, blogueuses, bloggeuse;24;blog (9), blogs (9), blogueurs (2), bloggeur (1), blogueuse (1), blogueuses (1), bloggeuse (1)
game;game, gamers, gameurs, gameuses, game'zer, game-zer;1678;game (1672), gamers (2), gameurs (1), gameuses (1), game'zer (1), game-zer (1)
weed;weed, weedo, weed', wee-weed, weedz;891;weed (887), weedo (1), weed' (1), wee-weed (1), weedz (1)
beatmaker;beatmaker, beatmakers, beatmake', beatmakerment, beat-maker, beat-making;55;beatmaker (32), beatmakers (19), beatmake' (1), beatmakerment (1), beat-maker (1), beat-making (1)
zouz;zouz, zouz', zouz's, zouze, zouzes;37;zouz (30), zouz' (4), zouz's (1), zouze (1), zouzes (1)
niakser;niakser, niaxe, niaxous, niaxant, niaxer, niaksage, niakson, niaksons, niaksou, niaxent, niaxon, niaxou, niaksonne, niaksent;25;niakser (5), niaxe (4), niaxous (3), niaxant (2), niaxer (2), niaksage (1), niakson (1), niaksons (1), niaksou (1), niaxent (1), niaxon (1), niaxou (1), niaksonne (1), niaksent (1)
